,id,location,latitude,longitude
434,646713873354000000,Ta`ū,-14.23361,-169.51444
435,646713905180000000,Ta`ū,-14.23361,-169.51444
436,646713922339000000,Ta`ū,-14.23361,-169.51444
437,646714004086000000,Ta`ū,-14.23361,-169.51444
438,646714004917000000,Ta`ū,-14.23361,-169.51444
439,646714025658000000,Ta`ū,-14.23361,-169.51444
440,646714030284000000,Ta`ū,-14.23361,-169.51444
441,646714085544000000,Ta`ū,-14.23361,-169.51444
442,646714290910000000,Ta`ū,-14.23361,-169.51444
443,646714305023000000,Ta`ū,-14.23361,-169.51444
444,646714412033000000,Ta`ū,-14.23361,-169.51444
445,646714444111000000,Ta`ū,-14.23361,-169.51444
446,646714490546000000,Ta`ū,-14.23361,-169.51444
447,646714507168000000,Ta`ū,-14.23361,-169.51444
448,646714527582000000,Ta`ū,-14.23361,-169.51444
449,646714554371000000,Ta`ū,-14.23361,-169.51444
450,646714618791000000,Ta`ū,-14.23361,-169.51444
451,646714664001000000,Ta`ū,-14.23361,-169.51444
452,646714701310000000,Ta`ū,-14.23361,-169.51444
453,646714789096000000,Ta`ū,-14.23361,-169.51444
454,646714790141000000,Ta`ū,-14.23361,-169.51444
455,646714805022000000,Ta`ū,-14.23361,-169.51444
456,646714873322000000,Ta`ū,-14.23361,-169.51444
457,646714908684000000,Ta`ū,-14.23361,-169.51444
458,646714954092000000,Ta`ū,-14.23361,-169.51444
459,646714977161000000,Ta`ū,-14.23361,-169.51444
460,646714998677000000,Ta`ū,-14.23361,-169.51444
461,646715061319000000,Ta`ū,-14.23361,-169.51444
462,646715069075000000,Ta`ū,-14.23361,-169.51444
463,646715209995000000,Ta`ū,-14.23361,-169.51444
464,646715272146000000,Ta`ū,-14.23361,-169.51444
465,646715277099000000,Ta`ū,-14.23361,-169.51444
466,646715296930000000,Ta`ū,-14.23361,-169.51444
467,646715338475000000,Ta`ū,-14.23361,-169.51444
468,646715350328000000,Ta`ū,-14.23361,-169.51444
469,646715374126000000,Ta`ū,-14.23361,-169.51444
470,646715375213000000,Ta`ū,-14.23361,-169.51444
471,646715569468000000,Ta`ū,-14.23361,-169.51444
472,646715626846000000,Ta`ū,-14.23361,-169.51444
473,646715627777000000,Ta`ū,-14.23361,-169.51444
474,646711842107000000,Vienna,48.20849,16.37208
475,646713218954000000,See,47.08333,10.46667
476,646713259409000000,See,47.08333,10.46667
477,646714037616000000,See,47.08333,10.46667
478,646715117275000000,See,47.08333,10.46667
479,646711779767000000,Röns,47.21667,9.7
480,646714762521000000,Röns,47.21667,9.7
481,646715117275000000,Röns,47.21667,9.7
482,646713571620000000,Lend,47.29856,13.05176
483,646714504479000000,Lang,46.83765,15.50471
484,646715366769000000,Lang,46.83765,15.50471
485,646712544766000000,Haus,47.40997,13.76724
486,646713194296000000,Grän,47.5,10.55
487,646710485510000000,Erl,47.68333,12.18333
488,646711565661000000,Erl,47.68333,12.18333
489,646711630005000000,Erl,47.68333,12.18333
490,646712085167000000,Erl,47.68333,12.18333
491,646712970937000000,Erl,47.68333,12.18333
492,646714053084000000,Erl,47.68333,12.18333
493,646715272792000000,Erl,47.68333,12.18333
494,646712943947000000,Enns,48.21346,14.47612
495,646712855808000000,Berg,48.1,17.03333
496,646710418002000000,Au,47.32176,9.98067
497,646710524039000000,Au,47.32176,9.98067
498,646710752590000000,Au,47.32176,9.98067
499,646710753283000000,Au,47.32176,9.98067
500,646710810547000000,Au,47.32176,9.98067
501,646711001585000000,Au,47.32176,9.98067
502,646711005847000000,Au,47.32176,9.98067
503,646711107403000000,Au,47.32176,9.98067
504,646711113196000000,Au,47.32176,9.98067
505,646711337172000000,Au,47.32176,9.98067
506,646711370164000000,Au,47.32176,9.98067
507,646711380264000000,Au,47.32176,9.98067
