,id,latitude,longitude
0,6.46710750128e+17,25.0657,55.17128
1,6.46712985231e+17,25.0657,55.17128
2,6.46713263347e+17,25.0657,55.17128
3,6.46714738257e+17,25.0657,55.17128
4,6.4671488687e+17,25.0657,55.17128
